idSesion,nivelEducativo,disciplina,fechaSesion,duracionMinutos,totalPrompts,tipoTarea,nivelAsistenciaIA,resultadoFinal,usoPosterior,satisfaccion
SESSION09655,Pregrado,Historia,02/09/2024,9.02,2,Programación,4,Abandonó,Sí,5.0
SESSION09656,Pregrado,Ingeniería,15/09/2024,3.16,1,Programación,4,Tarea completada,Sí,4.2
SESSION09657,Pregrado,Psicología,12/06/2025,38.76,8,Programación,1,Tarea completada,Sí,1.9
SESSION09658,Secundaria,Biología,07/02/2025,47.69,15,Redacción,3,Confundido,No,2.8
SESSION09659,Secundaria,Historia,06/10/2024,20.38,4,Programación,2,Tarea completada,Sí,2.6
SESSION09660,Pregrado,Biología,13/04/2025,56.91,15,Programación,4,Tarea completada,Sí,4.1
SESSION09661,Pregrado,Matemáticas,25/07/2024,28.29,8,Ayuda en tareas,1,Tarea completada,Sí,1.0
SESSION09662,Secundaria,Historia,18/08/2024,18.89,9,Ayuda en tareas,4,Tarea completada,Sí,3.8
SESSION09663,Pregrado,Biología,04/04/2025,23.91,5,Estudio,3,Tarea completada,Sí,3.6
SESSION09664,Secundaria,Historia,13/06/2025,18.65,5,Estudio,4,Abandonó,No,4.5
SESSION09665,Pregrado,Biología,22/06/2025,64.83,21,Ayuda en tareas,3,Idea desarrollada,No,1.7
SESSION09666,Secundaria,Ciencias de la Computación,08/03/2025,5.12,1,Programación,3,Tarea completada,Sí,2.0
SESSION09667,Secundaria,Negocios,03/04/2025,50.79,16,Estudio,5,Tarea completada,Sí,4.8
SESSION09668,Secundaria,Ingeniería,30/06/2024,21.98,4,Redacción,1,Idea desarrollada,Sí,1.0
SESSION09669,Secundaria,Historia,05/02/2025,25.04,8,Redacción,4,Tarea completada,Sí,2.8
SESSION09670,Pregrado,Matemáticas,07/10/2024,3.76,1,Ayuda en tareas,4,Tarea completada,Sí,3.8
SESSION09671,Pregrado,Ingeniería,20/10/2024,24.16,5,Ayuda en tareas,3,Tarea completada,Sí,2.7
SESSION09672,Pregrado,Psicología,08/04/2025,24.99,9,Redacción,4,Tarea completada,Sí,5.0
SESSION09673,Secundaria,Negocios,09/05/2025,10.03,3,Lluvia de ideas,2,Tarea completada,Sí,2.4
SESSION09674,Pregrado,Ciencias de la Computación,14/12/2024,44.1,12,Programación,4,Confundido,Sí,3.8
SESSION09675,Posgrado,Psicología,29/04/2025,17.49,4,Redacción,4,Idea desarrollada,Sí,2.8
SESSION09676,Pregrado,Matemáticas,17/05/2025,33.92,16,Estudio,3,Tarea completada,Sí,2.6
SESSION09677,Posgrado,Historia,25/12/2024,35.35,7,Redacción,4,Idea desarrollada,Sí,4.9
SESSION09678,Secundaria,Ciencias de la Computación,02/06/2025,14.83,7,Investigación,3,Confundido,Sí,3.2
SESSION09679,Secundaria,Historia,02/09/2024,29.54,8,Ayuda en tareas,4,Tarea completada,Sí,2.5
SESSION09680,Pregrado,Historia,16/11/2024,19.19,5,Programación,3,Tarea completada,Sí,2.7
SESSION09681,Pregrado,Biología,18/02/2025,21.94,4,Programación,4,Tarea completada,Sí,3.1
SESSION09682,Pregrado,Biología,02/07/2024,6.31,1,Programación,4,Abandonó,Sí,5.0
SESSION09683,Pregrado,Ingeniería,12/09/2024,9.88,2,Redacción,3,Tarea completada,Sí,3.3
SESSION09684,Pregrado,Ingeniería,12/03/2025,48.81,16,Redacción,4,Idea desarrollada,Sí,5.0
SESSION09685,Pregrado,Psicología,02/09/2024,52.21,12,Programación,2,Abandonó,Sí,2.7
SESSION09686,Pregrado,Ciencias de la Computación,04/12/2024,10.04,3,Ayuda en tareas,1,Abandonó,No,1.0
SESSION09687,Posgrado,Biología,28/02/2025,55.45,20,Programación,4,Tarea completada,Sí,4.8
SESSION09688,Secundaria,Historia,21/02/2025,8.12,2,Investigación,3,Idea desarrollada,Sí,3.9
SESSION09689,Pregrado,Ciencias de la Computación,08/11/2024,5.78,1,Redacción,3,Tarea completada,Sí,3.5
SESSION09690,Secundaria,Matemáticas,24/10/2024,66.63,22,Ayuda en tareas,3,Tarea completada,No,2.1
SESSION09691,Secundaria,Negocios,30/07/2024,5.03,1,Estudio,3,Confundido,No,3.4
SESSION09692,Secundaria,Ingeniería,19/09/2024,12.34,3,Estudio,3,Tarea completada,Sí,4.6
SESSION09693,Pregrado,Ingeniería,17/06/2025,11.73,4,Programación,2,Tarea completada,Sí,1.2
SESSION09694,Pregrado,Ciencias de la Computación,13/08/2024,10.38,2,Programación,3,Tarea completada,Sí,3.3
SESSION09695,Pregrado,Biología,23/12/2024,2.89,1,Redacción,2,Confundido,No,1.7
SESSION09696,Secundaria,Ingeniería,29/11/2024,7.34,1,Lluvia de ideas,2,Idea desarrollada,No,1.3
SESSION09697,Pregrado,Psicología,24/07/2024,23.15,11,Estudio,3,Tarea completada,No,2.6
SESSION09698,Secundaria,Biología,04/03/2025,23.42,4,Ayuda en tareas,2,Tarea completada,No,1.0
SESSION09699,Secundaria,Ingeniería,21/12/2024,26.24,10,Lluvia de ideas,4,Idea desarrollada,No,2.4
SESSION09700,Pregrado,Ingeniería,13/02/2025,10.76,4,Redacción,4,Tarea completada,Sí,4.0
SESSION09701,Pregrado,Ingeniería,07/05/2025,28.19,8,Estudio,4,Tarea completada,Sí,4.6
SESSION09702,Secundaria,Historia,18/10/2024,9.0,2,Programación,2,Tarea completada,Sí,1.2
SESSION09703,Pregrado,Biología,30/03/2025,4.84,1,Ayuda en tareas,5,Tarea completada,Sí,4.4
SESSION09704,Secundaria,Matemáticas,26/01/2025,10.12,4,Investigación,4,Confundido,Sí,3.6
SESSION09705,Pregrado,Historia,03/07/2024,27.05,10,Programación,3,Abandonó,Sí,1.8
SESSION09706,Pregrado,Psicología,13/03/2025,20.37,4,Ayuda en tareas,4,Tarea completada,Sí,3.7
SESSION09707,Pregrado,Ingeniería,15/08/2024,14.95,6,Redacción,2,Tarea completada,Sí,2.0
SESSION09708,Pregrado,Biología,06/10/2024,35.31,7,Ayuda en tareas,5,Idea desarrollada,No,5.0
SESSION09709,Pregrado,Biología,04/11/2024,26.24,6,Estudio,4,Confundido,No,4.0
SESSION09710,Pregrado,Biología,11/05/2025,21.01,7,Estudio,4,Idea desarrollada,Sí,4.0
SESSION09711,Pregrado,Negocios,19/03/2025,20.47,6,Redacción,4,Idea desarrollada,Sí,3.9
SESSION09712,Secundaria,Ingeniería,10/11/2024,8.39,2,Estudio,5,Abandonó,No,5.0
SESSION09713,Secundaria,Ingeniería,05/02/2025,3.82,1,Redacción,4,Idea desarrollada,Sí,4.0
SESSION09714,Pregrado,Matemáticas,19/01/2025,3.93,1,Estudio,3,Idea desarrollada,No,2.5
SESSION09715,Pregrado,Ciencias de la Computación,07/11/2024,25.69,5,Estudio,2,Confundido,Sí,2.7
SESSION09716,Pregrado,Ciencias de la Computación,06/08/2024,7.47,1,Redacción,3,Idea desarrollada,Sí,2.3
SESSION09717,Posgrado,Psicología,19/11/2024,27.59,7,Ayuda en tareas,3,Idea desarrollada,Sí,3.4
SESSION09718,Pregrado,Biología,08/07/2024,26.07,7,Estudio,3,Idea desarrollada,Sí,3.3
SESSION09719,Pregrado,Psicología,14/08/2024,15.4,3,Ayuda en tareas,3,Tarea completada,Sí,2.8
SESSION09720,Posgrado,Psicología,04/08/2024,1.28,1,Lluvia de ideas,4,Idea desarrollada,Sí,4.1
SESSION09721,Pregrado,Biología,04/08/2024,26.83,7,Estudio,2,Abandonó,Sí,2.2
SESSION09722,Secundaria,Historia,02/02/2025,4.81,1,Programación,5,Tarea completada,No,3.9
SESSION09723,Pregrado,Psicología,10/03/2025,6.68,2,Ayuda en tareas,2,Confundido,No,1.5
SESSION09724,Posgrado,Psicología,05/08/2024,10.53,2,Programación,4,Tarea completada,Sí,3.2
SESSION09725,Pregrado,Matemáticas,26/10/2024,11.89,3,Ayuda en tareas,3,Tarea completada,Sí,3.1
SESSION09726,Pregrado,Negocios,20/06/2025,76.92,17,Redacción,2,Idea desarrollada,Sí,2.4
SESSION09727,Pregrado,Biología,18/01/2025,11.98,4,Lluvia de ideas,5,Confundido,Sí,3.9
SESSION09728,Pregrado,Matemáticas,04/02/2025,25.03,6,Programación,3,Tarea completada,Sí,3.2
SESSION09729,Posgrado,Biología,17/06/2025,59.02,28,Programación,1,Confundido,Sí,1.0
SESSION09730,Pregrado,Ciencias de la Computación,16/05/2025,45.29,11,Ayuda en tareas,1,Tarea completada,No,1.1
SESSION09731,Pregrado,Ciencias de la Computación,29/07/2024,10.9,3,Programación,3,Tarea completada,No,3.6
SESSION09732,Posgrado,Historia,29/08/2024,1.68,1,Ayuda en tareas,5,Tarea completada,No,5.0
SESSION09733,Pregrado,Biología,02/05/2025,14.2,4,Ayuda en tareas,5,Confundido,No,5.0
SESSION09734,Pregrado,Negocios,07/12/2024,21.35,6,Redacción,4,Tarea completada,No,4.4
SESSION09735,Posgrado,Ciencias de la Computación,19/01/2025,15.46,3,Lluvia de ideas,5,Confundido,Sí,4.5
SESSION09736,Pregrado,Historia,01/06/2025,11.02,2,Ayuda en tareas,4,Idea desarrollada,Sí,2.4
SESSION09737,Posgrado,Psicología,28/11/2024,13.3,3,Estudio,3,Abandonó,No,3.7
SESSION09738,Pregrado,Psicología,14/04/2025,31.52,14,Redacción,4,Abandonó,No,3.4
SESSION09739,Pregrado,Historia,24/03/2025,22.55,6,Investigación,4,Confundido,Sí,2.8
SESSION09740,Pregrado,Historia,12/10/2024,35.56,7,Estudio,5,Abandonó,No,5.0
SESSION09741,Pregrado,Ingeniería,04/04/2025,13.73,3,Programación,4,Tarea completada,No,3.5
SESSION09742,Posgrado,Negocios,14/02/2025,6.27,1,Investigación,2,Confundido,Sí,1.0
SESSION09743,Posgrado,Ciencias de la Computación,01/05/2025,3.82,1,Investigación,3,Confundido,No,2.5
SESSION09744,Pregrado,Negocios,18/01/2025,21.96,7,Lluvia de ideas,3,Idea desarrollada,Sí,3.0
SESSION09745,Pregrado,Matemáticas,02/06/2025,3.92,1,Redacción,4,Idea desarrollada,Sí,3.3
SESSION09746,Pregrado,Matemáticas,01/12/2024,15.9,5,Programación,3,Tarea completada,Sí,4.0
SESSION09747,Secundaria,Negocios,01/10/2024,20.35,4,Estudio,4,Idea desarrollada,Sí,3.4
SESSION09748,Posgrado,Ingeniería,27/12/2024,1.03,1,Redacción,4,Tarea completada,Sí,3.0
SESSION09749,Pregrado,Negocios,25/01/2025,6.11,2,Redacción,5,Tarea completada,Sí,4.8
SESSION09750,Posgrado,Biología,07/12/2024,13.68,3,Ayuda en tareas,2,Idea desarrollada,Sí,2.8
SESSION09751,Secundaria,Biología,27/04/2025,13.15,3,Redacción,3,Abandonó,No,4.1
SESSION09752,Secundaria,Biología,31/05/2025,4.31,1,Estudio,3,Tarea completada,Sí,2.7
SESSION09753,Pregrado,Historia,11/06/2025,51.33,25,Estudio,2,Tarea completada,Sí,1.4
SESSION09754,Posgrado,Historia,09/01/2025,12.49,2,Ayuda en tareas,4,Abandonó,No,5.0
SESSION09755,Pregrado,Historia,12/03/2025,16.53,3,Estudio,3,Tarea completada,Sí,3.1
SESSION09756,Posgrado,Matemáticas,04/12/2024,8.14,3,Redacción,3,Tarea completada,Sí,2.1
SESSION09757,Secundaria,Matemáticas,12/08/2024,4.9,1,Estudio,3,Confundido,No,2.5
SESSION09758,Pregrado,Ciencias de la Computación,15/09/2024,30.89,6,Estudio,3,Tarea completada,Sí,2.0
SESSION09759,Pregrado,Psicología,21/12/2024,39.69,7,Redacción,5,Tarea completada,Sí,5.0
SESSION09760,Pregrado,Ingeniería,18/11/2024,26.52,8,Redacción,5,Tarea completada,No,5.0
SESSION09761,Posgrado,Biología,16/07/2024,7.5,3,Lluvia de ideas,4,Idea desarrollada,No,3.6
SESSION09762,Pregrado,Matemáticas,11/06/2025,17.07,3,Estudio,5,Tarea completada,Sí,5.0
SESSION09763,Posgrado,Historia,27/06/2024,3.59,1,Ayuda en tareas,4,Idea desarrollada,Sí,3.3
SESSION09764,Pregrado,Matemáticas,04/01/2025,9.22,2,Programación,4,Idea desarrollada,Sí,4.8
SESSION09765,Pregrado,Matemáticas,14/01/2025,23.92,6,Redacción,3,Tarea completada,Sí,2.2
SESSION09766,Secundaria,Ingeniería,06/10/2024,43.7,11,Ayuda en tareas,2,Abandonó,No,2.3
SESSION09767,Pregrado,Matemáticas,23/10/2024,21.58,7,Ayuda en tareas,4,Abandonó,No,3.1
SESSION09768,Pregrado,Ingeniería,18/12/2024,15.13,4,Programación,4,Tarea completada,Sí,4.9
SESSION09769,Posgrado,Psicología,02/10/2024,16.53,6,Redacción,3,Tarea completada,Sí,3.1
SESSION09770,Pregrado,Biología,03/07/2024,12.21,2,Ayuda en tareas,2,Idea desarrollada,Sí,2.7
SESSION09771,Posgrado,Historia,08/01/2025,62.38,30,Investigación,3,Tarea completada,Sí,2.2
SESSION09772,Posgrado,Historia,10/04/2025,20.35,5,Ayuda en tareas,3,Confundido,No,3.7
SESSION09773,Pregrado,Ingeniería,21/09/2024,13.88,5,Programación,2,Confundido,Sí,1.1
SESSION09774,Pregrado,Historia,11/12/2024,44.82,9,Estudio,3,Tarea completada,Sí,3.1
SESSION09775,Posgrado,Ingeniería,08/05/2025,27.05,7,Redacción,3,Tarea completada,Sí,3.1
SESSION09776,Secundaria,Historia,06/03/2025,25.49,7,Ayuda en tareas,5,Tarea completada,No,4.8
SESSION09777,Pregrado,Ingeniería,26/01/2025,7.23,2,Estudio,4,Tarea completada,Sí,4.3
SESSION09778,Pregrado,Ciencias de la Computación,28/07/2024,7.55,1,Ayuda en tareas,5,Tarea completada,No,5.0
SESSION09779,Secundaria,Negocios,29/01/2025,62.77,29,Redacción,4,Confundido,No,2.9
SESSION09780,Pregrado,Psicología,05/08/2024,20.05,6,Programación,3,Tarea completada,Sí,4.1
SESSION09781,Pregrado,Psicología,01/02/2025,6.64,1,Programación,4,Confundido,No,4.8
SESSION09782,Pregrado,Historia,06/07/2024,13.55,2,Estudio,3,Tarea completada,Sí,3.6
SESSION09783,Pregrado,Ingeniería,31/12/2024,29.13,8,Redacción,3,Tarea completada,Sí,1.6
SESSION09784,Pregrado,Historia,15/10/2024,21.48,4,Estudio,4,Abandonó,No,4.1
SESSION09785,Pregrado,Historia,19/02/2025,22.96,11,Estudio,3,Idea desarrollada,Sí,3.9
SESSION09786,Posgrado,Ciencias de la Computación,18/05/2025,20.42,4,Ayuda en tareas,4,Confundido,Sí,3.4
SESSION09787,Posgrado,Ciencias de la Computación,30/01/2025,30.29,12,Redacción,4,Tarea completada,Sí,3.0
SESSION09788,Pregrado,Historia,13/08/2024,14.72,4,Ayuda en tareas,2,Tarea completada,Sí,2.3
SESSION09789,Secundaria,Historia,27/07/2024,14.44,4,Redacción,3,Tarea completada,Sí,2.4
SESSION09790,Posgrado,Negocios,10/12/2024,20.66,6,Redacción,4,Idea desarrollada,Sí,3.8
SESSION09791,Pregrado,Negocios,18/10/2024,29.35,6,Estudio,4,Tarea completada,No,3.1
SESSION09792,Pregrado,Negocios,10/07/2024,23.91,9,Redacción,5,Tarea completada,Sí,4.4
SESSION09793,Pregrado,Matemáticas,13/07/2024,16.66,4,Estudio,5,Tarea completada,No,5.0
SESSION09794,Pregrado,Biología,27/11/2024,9.62,2,Estudio,3,Tarea completada,Sí,2.5
SESSION09795,Pregrado,Historia,31/01/2025,39.85,11,Programación,2,Idea desarrollada,Sí,2.1
SESSION09796,Secundaria,Matemáticas,06/04/2025,13.33,5,Programación,3,Tarea completada,Sí,2.9
SESSION09797,Pregrado,Biología,01/04/2025,9.55,3,Ayuda en tareas,4,Tarea completada,Sí,3.7
SESSION09798,Posgrado,Psicología,16/04/2025,12.78,2,Redacción,4,Idea desarrollada,Sí,4.2
SESSION09799,Pregrado,Psicología,15/01/2025,24.4,9,Estudio,5,Idea desarrollada,Sí,4.4
SESSION09800,Pregrado,Biología,21/06/2025,5.41,2,Estudio,2,Idea desarrollada,Sí,2.0
SESSION09801,Secundaria,Matemáticas,09/05/2025,16.16,5,Lluvia de ideas,4,Idea desarrollada,Sí,4.0
SESSION09802,Pregrado,Ingeniería,18/04/2025,8.55,2,Redacción,2,Abandonó,No,2.7
SESSION09803,Pregrado,Negocios,06/06/2025,23.38,4,Redacción,3,Confundido,Sí,2.5
SESSION09804,Pregrado,Ciencias de la Computación,24/06/2025,10.77,2,Redacción,3,Tarea completada,No,3.3
SESSION09805,Pregrado,Psicología,10/09/2024,13.18,3,Estudio,2,Confundido,Sí,2.8
SESSION09806,Pregrado,Negocios,23/11/2024,20.7,5,Estudio,3,Tarea completada,Sí,2.8
SESSION09807,Posgrado,Ingeniería,15/02/2025,16.85,6,Estudio,4,Tarea completada,Sí,3.9
SESSION09808,Pregrado,Ciencias de la Computación,03/04/2025,44.89,15,Lluvia de ideas,3,Idea desarrollada,Sí,2.2
SESSION09809,Pregrado,Historia,21/02/2025,48.88,12,Estudio,4,Abandonó,No,4.2
SESSION09810,Pregrado,Historia,12/08/2024,42.82,12,Programación,3,Tarea completada,Sí,2.6
SESSION09811,Secundaria,Historia,13/05/2025,6.06,2,Ayuda en tareas,2,Tarea completada,Sí,2.5
SESSION09812,Pregrado,Ingeniería,08/09/2024,0.53,1,Programación,3,Idea desarrollada,No,2.7
SESSION09813,Posgrado,Ingeniería,25/04/2025,8.11,3,Redacción,4,Confundido,No,3.9
SESSION09814,Secundaria,Matemáticas,28/10/2024,55.63,11,Estudio,3,Confundido,Sí,2.4
SESSION09815,Pregrado,Negocios,21/09/2024,23.47,6,Ayuda en tareas,4,Abandonó,Sí,4.3
SESSION09816,Pregrado,Ciencias de la Computación,10/10/2024,77.44,16,Investigación,3,Abandonó,Sí,3.3
SESSION09817,Posgrado,Biología,19/01/2025,1.57,1,Investigación,4,Idea desarrollada,Sí,4.7
SESSION09818,Posgrado,Ciencias de la Computación,06/10/2024,21.54,6,Ayuda en tareas,2,Tarea completada,No,3.2
SESSION09819,Posgrado,Ciencias de la Computación,08/01/2025,7.36,2,Redacción,3,Idea desarrollada,Sí,3.2
SESSION09820,Pregrado,Historia,10/12/2024,21.11,6,Redacción,4,Tarea completada,No,3.0
SESSION09821,Secundaria,Biología,07/10/2024,7.23,1,Investigación,4,Tarea completada,Sí,4.0
SESSION09822,Posgrado,Ciencias de la Computación,15/12/2024,16.12,3,Redacción,3,Idea desarrollada,Sí,1.7
SESSION09823,Pregrado,Ingeniería,09/07/2024,18.13,4,Ayuda en tareas,5,Tarea completada,Sí,4.4
SESSION09824,Pregrado,Negocios,05/01/2025,7.29,1,Ayuda en tareas,3,Tarea completada,No,2.8
SESSION09825,Pregrado,Negocios,24/08/2024,9.81,2,Redacción,4,Tarea completada,Sí,3.7
SESSION09826,Posgrado,Historia,08/08/2024,21.94,10,Redacción,5,Abandonó,Sí,5.0
SESSION09827,Pregrado,Biología,18/09/2024,7.27,1,Redacción,4,Tarea completada,Sí,3.4
SESSION09828,Pregrado,Ingeniería,01/02/2025,28.37,6,Ayuda en tareas,3,Confundido,No,3.2
SESSION09829,Secundaria,Historia,14/01/2025,16.63,4,Redacción,4,Confundido,No,3.2
SESSION09830,Pregrado,Ciencias de la Computación,30/11/2024,7.6,1,Redacción,4,Idea desarrollada,No,4.0
SESSION09831,Secundaria,Biología,25/10/2024,14.97,5,Estudio,4,Confundido,No,5.0
SESSION09832,Posgrado,Negocios,08/10/2024,32.39,8,Estudio,2,Tarea completada,Sí,2.1
SESSION09833,Pregrado,Ingeniería,08/12/2024,16.29,4,Lluvia de ideas,3,Idea desarrollada,Sí,2.9
SESSION09834,Pregrado,Psicología,04/09/2024,4.68,1,Estudio,5,Abandonó,Sí,4.5
SESSION09835,Pregrado,Negocios,20/08/2024,7.39,2,Ayuda en tareas,4,Abandonó,Sí,4.4
SESSION09836,Pregrado,Psicología,28/03/2025,12.54,4,Investigación,2,Idea desarrollada,Sí,1.7
SESSION09837,Pregrado,Ingeniería,22/05/2025,29.85,14,Programación,3,Tarea completada,Sí,4.5
SESSION09838,Pregrado,Historia,27/06/2024,4.42,1,Ayuda en tareas,5,Tarea completada,No,5.0
SESSION09839,Posgrado,Negocios,28/08/2024,17.58,5,Estudio,5,Confundido,Sí,4.8
SESSION09840,Secundaria,Biología,19/07/2024,53.57,14,Ayuda en tareas,3,Tarea completada,No,3.9
SESSION09841,Pregrado,Ciencias de la Computación,27/08/2024,7.22,2,Redacción,3,Idea desarrollada,No,2.0
SESSION09842,Pregrado,Historia,09/09/2024,18.83,6,Ayuda en tareas,4,Abandonó,No,3.1
SESSION09843,Pregrado,Biología,08/04/2025,10.77,3,Estudio,3,Confundido,Sí,2.5
SESSION09844,Pregrado,Matemáticas,02/04/2025,10.41,2,Ayuda en tareas,4,Confundido,No,4.6
SESSION09845,Pregrado,Historia,31/12/2024,3.88,1,Investigación,3,Idea desarrollada,Sí,1.0
SESSION09846,Secundaria,Matemáticas,17/03/2025,31.4,6,Lluvia de ideas,2,Idea desarrollada,Sí,2.6
SESSION09847,Pregrado,Psicología,23/06/2025,2.87,1,Estudio,5,Confundido,No,3.8
SESSION09848,Pregrado,Ingeniería,08/04/2025,20.18,4,Redacción,2,Idea desarrollada,Sí,2.1
SESSION09849,Pregrado,Biología,20/08/2024,30.87,6,Investigación,3,Confundido,No,2.7
SESSION09850,Pregrado,Matemáticas,26/05/2025,21.15,4,Estudio,5,Tarea completada,Sí,5.0
SESSION09851,Pregrado,Ciencias de la Computación,29/06/2024,20.69,4,Ayuda en tareas,3,Idea desarrollada,Sí,1.0
SESSION09852,Pregrado,Biología,10/11/2024,10.47,2,Programación,3,Idea desarrollada,Sí,3.5
SESSION09853,Posgrado,Matemáticas,09/06/2025,9.6,2,Estudio,5,Idea desarrollada,No,5.0
SESSION09854,Pregrado,Matemáticas,29/10/2024,21.48,5,Ayuda en tareas,4,Confundido,No,3.8
SESSION09855,Pregrado,Biología,24/06/2024,13.49,3,Ayuda en tareas,3,Tarea completada,No,3.7
SESSION09856,Secundaria,Negocios,31/05/2025,7.07,2,Ayuda en tareas,1,Confundido,No,1.0
SESSION09857,Pregrado,Ingeniería,12/09/2024,43.48,13,Programación,4,Idea desarrollada,Sí,4.5
SESSION09858,Pregrado,Ciencias de la Computación,15/04/2025,13.06,2,Redacción,4,Tarea completada,Sí,2.0
SESSION09859,Posgrado,Matemáticas,16/09/2024,3.08,1,Programación,5,Tarea completada,Sí,4.4
SESSION09860,Pregrado,Negocios,24/06/2024,3.22,1,Estudio,3,Idea desarrollada,Sí,2.3
SESSION09861,Pregrado,Ingeniería,17/07/2024,27.04,6,Redacción,2,Tarea completada,Sí,1.1
SESSION09862,Pregrado,Matemáticas,02/07/2024,10.43,2,Redacción,5,Tarea completada,Sí,4.6
SESSION09863,Pregrado,Negocios,01/07/2024,19.54,4,Estudio,4,Confundido,No,3.4
SESSION09864,Secundaria,Ingeniería,23/01/2025,8.57,2,Estudio,2,Idea desarrollada,Sí,1.0
SESSION09865,Posgrado,Ingeniería,11/01/2025,40.71,11,Redacción,4,Tarea completada,No,3.7
SESSION09866,Pregrado,Historia,17/11/2024,7.66,3,Estudio,3,Idea desarrollada,Sí,2.8
SESSION09867,Pregrado,Biología,28/09/2024,26.98,5,Lluvia de ideas,3,Tarea completada,Sí,3.7
SESSION09868,Pregrado,Matemáticas,28/04/2025,17.0,8,Redacción,4,Idea desarrollada,No,3.6
SESSION09869,Pregrado,Negocios,15/10/2024,11.78,2,Estudio,2,Abandonó,No,1.7
SESSION09870,Pregrado,Biología,08/04/2025,31.93,13,Ayuda en tareas,4,Tarea completada,Sí,4.3
SESSION09871,Pregrado,Biología,28/03/2025,18.41,4,Estudio,3,Tarea completada,Sí,1.7
SESSION09872,Secundaria,Ingeniería,27/11/2024,22.76,10,Ayuda en tareas,5,Abandonó,No,4.8
SESSION09873,Pregrado,Ingeniería,17/12/2024,80.73,16,Ayuda en tareas,3,Idea desarrollada,No,3.1
SESSION09874,Secundaria,Ingeniería,24/09/2024,17.1,4,Programación,4,Idea desarrollada,Sí,4.6
SESSION09875,Pregrado,Psicología,09/02/2025,20.2,5,Estudio,4,Confundido,No,2.9
SESSION09876,Posgrado,Psicología,06/08/2024,21.23,4,Redacción,3,Tarea completada,Sí,1.7
SESSION09877,Pregrado,Biología,16/02/2025,23.31,9,Ayuda en tareas,5,Tarea completada,Sí,4.2
SESSION09878,Pregrado,Matemáticas,25/06/2024,34.44,8,Redacción,4,Abandonó,No,5.0
SESSION09879,Pregrado,Negocios,25/06/2024,26.89,7,Redacción,3,Tarea completada,Sí,1.9
SESSION09880,Secundaria,Psicología,10/01/2025,8.58,1,Estudio,4,Confundido,Sí,5.0
SESSION09881,Pregrado,Psicología,12/01/2025,11.19,3,Programación,5,Tarea completada,Sí,4.7
SESSION09882,Pregrado,Negocios,01/02/2025,4.59,1,Ayuda en tareas,3,Tarea completada,Sí,2.1
SESSION09883,Pregrado,Ingeniería,18/04/2025,39.1,11,Programación,4,Tarea completada,Sí,4.4
SESSION09884,Pregrado,Biología,22/04/2025,5.42,1,Ayuda en tareas,4,Confundido,Sí,3.5
SESSION09885,Pregrado,Ciencias de la Computación,30/01/2025,4.42,1,Redacción,2,Tarea completada,Sí,1.0
SESSION09886,Pregrado,Biología,28/07/2024,17.72,4,Ayuda en tareas,3,Confundido,No,3.1
SESSION09887,Secundaria,Biología,10/08/2024,38.01,7,Redacción,3,Tarea completada,Sí,1.4
SESSION09888,Pregrado,Historia,29/09/2024,16.17,4,Estudio,3,Confundido,No,3.6
SESSION09889,Secundaria,Ciencias de la Computación,09/08/2024,16.89,6,Ayuda en tareas,4,Idea desarrollada,Sí,4.2
SESSION09890,Secundaria,Biología,28/11/2024,9.94,4,Estudio,5,Tarea completada,Sí,4.7
SESSION09891,Pregrado,Biología,30/04/2025,9.32,4,Estudio,3,Tarea completada,No,4.0
SESSION09892,Secundaria,Ciencias de la Computación,25/06/2024,9.21,3,Ayuda en tareas,5,Tarea completada,No,4.0
